conta_id,cliente_id,agencia,numero_conta,tipo_conta,saldo,limite_credito,status_conta,data_abertura,updated_at
508,502,5324,61410641,CORRENTE,62702.24,38810.74,ATIVA,2025-12-11,2025-12-11T17:10:17
509,845,6233,96663731,POUPANCA,57607.98,46956.96,ATIVA,2020-10-07,2020-10-07T11:55:51
510,550,8606,86086422,PAGAMENTO,117505.28,26032.45,ATIVA,2023-03-09,2023-03-09T18:10:41
511,847,0695,32980202,PAGAMENTO,79525.04,49191.53,ATIVA,2021-08-11,2021-08-11T13:11:07
512,397,8457,84644216,CORRENTE,26452.18,21977.69,INATIVA,2024-07-15,2024-07-15T17:52:22
513,793,4685,61920969,CORRENTE,61925.48,30656.71,ATIVA,2022-07-31,2022-07-31T07:01:58
514,530,2331,62220514,PAGAMENTO,66383.96,36132.34,ATIVA,2022-12-22,2022-12-22T12:06:20
515,798,9592,93430859,PAGAMENTO,18134.27,20677.97,ATIVA,2020-06-21,2020-06-21T07:57:45
516,184,7434,79230802,PAGAMENTO,134108.72,44127.42,ATIVA,2020-09-16,2020-09-16T01:50:50
517,332,2687,96418623,PAGAMENTO,16340.49,5708.25,ATIVA,2025-11-17,2025-11-17T04:13:44
518,372,1398,70305569,PAGAMENTO,56073.32,39553.33,ATIVA,2022-12-25,2022-12-25T09:40:31
519,973,2620,50825386,PAGAMENTO,55542.57,38413.02,INATIVA,2026-01-26,2026-01-26T18:53:25
520,580,2460,21759928,CORRENTE,24777.18,35602.37,ATIVA,2022-10-24,2022-10-24T03:13:05
521,317,7312,38759468,PAGAMENTO,25056.14,44927.1,BLOQUEADA,2026-03-03,2026-03-03T08:34:55
522,4,4147,01638499,POUPANCA,73388.21,24932.11,ATIVA,2023-04-25,2023-04-25T05:50:42
523,623,8085,31927493,CORRENTE,87301.5,23785.6,ATIVA,2024-03-11,2024-03-11T03:13:11
524,82,9851,80544342,CORRENTE,34818.76,27367.08,ATIVA,2021-06-04,2021-06-04T22:43:02
525,571,3402,06565771,CORRENTE,20109.07,32663.84,ATIVA,2019-10-12,2019-10-12T18:21:56
526,875,0532,89522761,PAGAMENTO,125297.2,14922.08,INATIVA,2022-09-24,2022-09-24T20:15:12
527,51,1785,55963011,CORRENTE,22103.62,14219.03,ATIVA,2022-08-28,2022-08-28T12:09:44
528,717,9748,76810469,PAGAMENTO,24556.44,22766.89,ATIVA,2023-10-09,2023-10-09T09:25:53
529,954,0588,12499199,POUPANCA,46730.33,44876.49,ATIVA,2021-04-30,2021-04-30T21:12:47
530,777,7002,73882979,CORRENTE,42156.99,6727.29,ATIVA,2023-06-20,2023-06-20T14:59:21
531,282,5394,70739821,POUPANCA,77508.55,34791.47,ATIVA,2020-05-27,2020-05-27T03:31:21
532,112,9362,97942504,PAGAMENTO,78164.36,4383.49,ATIVA,2021-03-24,2021-03-24T23:40:15
533,620,4706,57318165,PAGAMENTO,126789.19,12983.0,ATIVA,2024-03-12,2024-03-12T21:33:30
534,639,5798,17409803,PAGAMENTO,83301.74,25985.29,ATIVA,2024-01-11,2024-01-11T15:18:02
535,505,2948,81793057,CORRENTE,105559.53,48962.88,ATIVA,2023-08-18,2023-08-18T20:16:43
536,25,7617,83947920,CORRENTE,109963.93,10366.54,ATIVA,2025-12-03,2025-12-03T12:01:57
537,425,6784,06105859,POUPANCA,50821.63,40302.18,ATIVA,2022-01-01,2022-01-01T09:32:31
538,656,3297,92612523,POUPANCA,36298.67,3391.8,ATIVA,2019-12-17,2019-12-17T21:01:58
539,564,5308,00822925,CORRENTE,102089.96,17068.08,ATIVA,2020-12-22,2020-12-22T15:17:40
540,631,0478,23572538,CORRENTE,47903.51,16896.84,ATIVA,2025-10-08,2025-10-08T13:46:24
541,939,7775,04772548,PAGAMENTO,18202.47,7769.31,ATIVA,2020-10-02,2020-10-02T14:22:30
542,886,8798,44977657,POUPANCA,117058.33,20697.65,ATIVA,2021-05-31,2021-05-31T18:33:19
543,856,8538,40177238,PAGAMENTO,108057.03,15775.14,ATIVA,2025-05-30,2025-05-30T22:26:39
544,214,9461,92005354,POUPANCA,119429.14,44401.47,ATIVA,2025-02-20,2025-02-20T03:51:51
545,993,2447,37642708,CORRENTE,49220.74,18762.04,ATIVA,2025-09-01,2025-09-01T03:13:11
546,170,9355,81294214,POUPANCA,26075.28,5842.23,ATIVA,2026-01-15,2026-01-15T22:50:13
547,316,5153,95273115,CORRENTE,38903.36,4339.89,ATIVA,2022-01-08,2022-01-08T05:09:25
548,381,7405,40618138,CORRENTE,77577.81,8750.64,ATIVA,2025-03-29,2025-03-29T06:11:00
549,39,3312,12429115,POUPANCA,74664.19,39951.26,INATIVA,2022-10-21,2022-10-21T07:57:31
550,158,3117,45649584,POUPANCA,109197.26,26181.4,ATIVA,2020-02-25,2020-02-25T04:31:56
551,147,1610,69276027,PAGAMENTO,148889.85,10259.36,ATIVA,2022-02-18,2022-02-18T08:06:56
552,397,8559,15547244,CORRENTE,44924.65,2201.5,ATIVA,2022-02-03,2022-02-03T09:42:49
553,893,1427,44733394,POUPANCA,133100.85,5155.14,ATIVA,2026-04-06,2026-04-06T20:04:43
554,764,5120,03017250,PAGAMENTO,113170.31,31942.54,ATIVA,2022-11-22,2022-11-22T00:38:28
555,206,3155,38462423,POUPANCA,78672.06,38639.35,ATIVA,2022-10-22,2022-10-22T19:56:08
556,280,2447,21138758,POUPANCA,14955.21,47914.9,ATIVA,2021-01-22,2021-01-22T19:35:43
557,105,3385,72816972,POUPANCA,81278.26,13552.61,BLOQUEADA,2023-10-08,2023-10-08T20:01:27
558,824,4642,77052109,CORRENTE,23619.43,15568.88,INATIVA,2023-03-05,2023-03-05T10:13:27
559,554,7269,06808354,CORRENTE,1921.38,45164.62,ATIVA,2021-04-22,2021-04-22T13:23:58
560,393,0882,11558775,POUPANCA,57267.31,35233.88,INATIVA,2025-10-02,2025-10-02T14:48:11
561,645,7305,82720445,POUPANCA,45147.2,40872.1,ATIVA,2021-06-03,2021-06-03T20:53:35
562,687,8741,10542213,POUPANCA,84087.87,4645.81,ATIVA,2019-07-28,2019-07-28T22:09:16
563,716,7673,13054419,POUPANCA,44834.73,32220.93,ATIVA,2022-02-02,2022-02-02T14:08:22
564,482,3797,30037184,CORRENTE,128817.18,30847.1,INATIVA,2025-05-07,2025-05-07T21:37:43
565,402,3005,93900685,PAGAMENTO,47875.01,43039.58,ATIVA,2020-07-03,2020-07-03T10:38:08
566,500,0496,08773169,POUPANCA,14715.28,23932.6,ATIVA,2020-03-04,2020-03-04T19:08:27
567,290,5712,81126595,PAGAMENTO,16927.59,5146.61,ATIVA,2026-06-02,2026-06-02T00:00:23
568,816,1753,43737495,PAGAMENTO,96541.34,39621.55,ATIVA,2023-06-15,2023-06-15T09:09:12
569,411,9676,55491234,CORRENTE,92183.41,27397.45,ENCERRADA,2023-02-08,2023-02-08T01:15:02
570,394,1083,45729881,CORRENTE,121622.14,29548.51,ATIVA,2026-03-11,2026-03-11T23:25:32
571,446,9294,45929419,PAGAMENTO,103355.31,8654.27,ATIVA,2020-05-21,2020-05-21T22:00:33
572,758,9408,65314415,CORRENTE,87804.88,23145.42,ATIVA,2025-05-21,2025-05-21T00:22:26
573,842,7295,23645675,POUPANCA,143272.23,3480.38,ATIVA,2022-02-06,2022-02-06T17:34:01
574,834,9772,50856576,POUPANCA,72880.01,33008.24,ATIVA,2021-01-17,2021-01-17T05:54:06
575,837,2277,77949347,PAGAMENTO,121000.5,37853.89,ATIVA,2024-11-21,2024-11-21T20:26:59
576,464,8705,39124905,POUPANCA,91374.76,22357.99,ATIVA,2025-04-09,2025-04-09T19:58:25
577,899,5188,40229796,PAGAMENTO,118637.87,33977.95,INATIVA,2020-06-08,2020-06-08T00:24:02
578,960,7123,96340307,POUPANCA,148519.11,29136.35,ATIVA,2022-10-02,2022-10-02T02:35:09
579,523,6623,17120236,POUPANCA,7017.61,45053.78,BLOQUEADA,2021-02-21,2021-02-21T19:54:09
580,1,9176,48216999,CORRENTE,128840.3,43283.98,ATIVA,2022-01-29,2022-01-29T10:34:28
581,720,9670,52917799,PAGAMENTO,46014.41,19139.48,ATIVA,2023-12-01,2023-12-01T00:33:21
582,559,3461,88917576,CORRENTE,69917.89,9411.34,ATIVA,2021-06-29,2021-06-29T19:39:13
583,947,5903,56000401,CORRENTE,41491.81,43636.78,ATIVA,2020-07-10,2020-07-10T10:00:34
584,12,1176,87025332,CORRENTE,19459.37,44244.43,ATIVA,2024-09-04,2024-09-04T10:07:21
585,999,2225,11363336,CORRENTE,95442.04,20792.77,ATIVA,2022-12-10,2022-12-10T01:06:27
586,808,9903,57137047,PAGAMENTO,24919.1,25470.75,ATIVA,2024-02-02,2024-02-02T17:33:40
587,461,6304,47688530,CORRENTE,25833.13,30228.66,ATIVA,2025-11-01,2025-11-01T10:41:07
588,868,3879,95580471,PAGAMENTO,38560.69,46328.22,ATIVA,2023-02-24,2023-02-24T20:04:19
589,35,0621,76255746,POUPANCA,104994.59,5658.22,ATIVA,2021-04-30,2021-04-30T01:30:22
590,708,1312,19070659,PAGAMENTO,109022.21,49178.95,ENCERRADA,2023-02-06,2023-02-06T16:36:32
591,798,4579,62402698,PAGAMENTO,9430.78,44495.77,ATIVA,2021-10-17,2021-10-17T01:56:39
592,484,1280,91814861,PAGAMENTO,79727.57,28981.42,ATIVA,2023-08-23,2023-08-23T02:27:59
593,926,5629,71810949,CORRENTE,69002.49,25633.16,ATIVA,2019-10-18,2019-10-18T20:02:51
594,752,5432,56507826,POUPANCA,143988.65,39911.16,ATIVA,2021-09-10,2021-09-10T19:01:26
595,37,9792,40811698,PAGAMENTO,117215.79,13022.16,ATIVA,2022-11-13,2022-11-13T16:29:45
596,593,2771,76887968,CORRENTE,97588.78,14587.66,ATIVA,2022-03-25,2022-03-25T08:18:17
597,28,4700,65063412,CORRENTE,16840.25,3843.11,ATIVA,2022-10-09,2022-10-09T22:04:27
598,259,2172,82650977,POUPANCA,39470.61,12847.79,ATIVA,2024-02-23,2024-02-23T19:22:51
599,619,2861,79426042,PAGAMENTO,20548.18,22332.66,ATIVA,2024-05-16,2024-05-16T20:25:16
600,268,3870,65084662,CORRENTE,119404.23,43100.72,ATIVA,2022-11-11,2022-11-11T04:55:15
601,87,2377,79932575,CORRENTE,125236.17,37638.06,ATIVA,2024-08-11,2024-08-11T03:44:52
602,393,3899,88673263,POUPANCA,108214.86,8364.16,ATIVA,2023-11-28,2023-11-28T09:33:25
603,863,5654,07291484,PAGAMENTO,37820.31,40976.55,ATIVA,2023-09-04,2023-09-04T00:40:54
604,476,6534,63918770,POUPANCA,70130.6,47412.59,INATIVA,2019-10-02,2019-10-02T03:57:15
605,240,6223,91739154,PAGAMENTO,56985.75,13131.26,ATIVA,2021-05-28,2021-05-28T18:36:55
606,446,0195,38761036,POUPANCA,55755.62,15784.43,ATIVA,2022-10-10,2022-10-10T20:12:13
607,979,0673,13068018,PAGAMENTO,94707.18,47809.18,ATIVA,2024-04-02,2024-04-02T19:49:18
608,941,4467,44958565,POUPANCA,38230.89,4913.84,ATIVA,2024-04-26,2024-04-26T05:00:56
609,401,7555,90636040,PAGAMENTO,34374.04,33594.49,ATIVA,2026-03-12,2026-03-12T19:53:13
610,533,5529,90961792,PAGAMENTO,148965.26,15663.49,ATIVA,2021-07-13,2021-07-13T23:50:59
611,9,1114,01605434,POUPANCA,12399.06,5195.36,ATIVA,2019-08-04,2019-08-04T13:49:54
612,225,4642,33808924,CORRENTE,2691.37,30969.86,ATIVA,2019-10-22,2019-10-22T05:35:49
613,609,3553,80448090,PAGAMENTO,16073.0,47889.77,ATIVA,2021-12-06,2021-12-06T22:44:02
614,620,2129,50460288,PAGAMENTO,113988.31,32395.29,ATIVA,2024-03-02,2024-03-02T23:55:33
615,190,1817,93369051,CORRENTE,36133.7,23347.78,BLOQUEADA,2021-06-08,2021-06-08T11:01:26
616,655,7430,37095574,POUPANCA,103063.78,33378.96,ATIVA,2023-09-14,2023-09-14T13:05:32
617,264,2654,09931718,POUPANCA,116008.66,19139.95,ATIVA,2025-05-17,2025-05-17T00:27:13
618,62,4231,35522716,CORRENTE,64687.66,24586.09,INATIVA,2024-09-11,2024-09-11T20:01:40
619,625,6433,23950103,PAGAMENTO,72538.74,7193.63,ATIVA,2025-01-05,2025-01-05T20:40:42
620,224,1741,59268094,PAGAMENTO,36996.93,1743.04,ATIVA,2021-07-03,2021-07-03T03:40:16
621,746,4106,59845277,CORRENTE,134218.14,7442.71,ATIVA,2022-12-24,2022-12-24T21:42:40
622,956,0620,89201886,POUPANCA,38131.56,35002.76,INATIVA,2025-10-07,2025-10-07T00:19:59
623,589,0061,69173536,PAGAMENTO,140836.44,24533.97,ATIVA,2021-06-30,2021-06-30T14:13:01
624,865,1149,72494850,CORRENTE,-1995.63,47707.77,ATIVA,2025-06-08,2025-06-08T08:07:08
625,494,1986,76134186,PAGAMENTO,140093.93,17945.92,ATIVA,2020-03-26,2020-03-26T23:30:16
626,411,0905,84862182,PAGAMENTO,11326.71,26731.31,BLOQUEADA,2026-01-28,2026-01-28T15:17:21
627,83,7531,38917594,PAGAMENTO,28475.87,27723.77,BLOQUEADA,2022-06-30,2022-06-30T15:49:05
628,677,3130,40113699,PAGAMENTO,56990.97,5338.4,ATIVA,2024-06-20,2024-06-20T21:15:42
629,499,1391,84931807,POUPANCA,109636.94,6997.15,ATIVA,2021-02-08,2021-02-08T00:32:43
630,738,9715,32008933,POUPANCA,56787.05,39636.96,ATIVA,2025-12-01,2025-12-01T13:49:15
631,512,8749,60305002,CORRENTE,3149.01,2802.72,ATIVA,2020-10-18,2020-10-18T16:23:58
632,44,6644,15862806,CORRENTE,120583.32,33365.82,ATIVA,2026-03-12,2026-03-12T23:57:45
633,695,8792,19992218,PAGAMENTO,85850.22,46240.79,ATIVA,2025-07-30,2025-07-30T16:40:01
634,145,8011,87755783,CORRENTE,69360.99,45900.95,ATIVA,2024-08-13,2024-08-13T08:14:00
635,719,2139,01928066,CORRENTE,93980.87,45233.12,ATIVA,2020-07-13,2020-07-13T06:37:16
636,100,7475,82037351,CORRENTE,124891.2,3197.88,ATIVA,2025-03-10,2025-03-10T22:31:42
637,117,8146,79856516,PAGAMENTO,31137.31,40222.68,ATIVA,2025-01-15,2025-01-15T15:45:17
638,831,6587,43518078,CORRENTE,146317.62,28798.35,ATIVA,2020-12-28,2020-12-28T05:03:26
639,857,3494,06118523,PAGAMENTO,23950.77,3161.09,ATIVA,2023-09-02,2023-09-02T12:44:26
640,776,6802,22555404,PAGAMENTO,53913.92,8250.31,ATIVA,2020-01-21,2020-01-21T09:39:53
641,596,0667,17900737,CORRENTE,118135.48,31609.73,ATIVA,2022-10-29,2022-10-29T03:56:23
642,162,0257,65359669,CORRENTE,-1531.69,8970.64,ATIVA,2022-05-16,2022-05-16T00:50:10
643,668,9728,38081804,POUPANCA,103259.29,39612.04,ATIVA,2024-08-27,2024-08-27T04:07:24
644,130,3378,19204928,PAGAMENTO,38819.84,22520.96,ATIVA,2021-06-18,2021-06-18T07:00:52
645,179,0617,80030270,CORRENTE,106872.81,30602.49,ATIVA,2021-12-12,2021-12-12T17:05:53
646,847,4935,46688116,POUPANCA,-1803.07,11781.95,ATIVA,2020-02-11,2020-02-11T09:56:19
647,543,1568,83070163,POUPANCA,129066.49,49339.11,ATIVA,2019-12-08,2019-12-08T23:58:47
648,476,3410,37101349,CORRENTE,27042.15,39830.65,ATIVA,2021-10-24,2021-10-24T04:44:22
649,992,7773,66775312,CORRENTE,21863.34,46133.65,ATIVA,2019-12-28,2019-12-28T06:10:42
650,373,4671,28130661,POUPANCA,35835.72,30840.97,INATIVA,2022-10-09,2022-10-09T23:01:14
651,465,0710,14015163,PAGAMENTO,5499.63,26868.03,ATIVA,2025-11-19,2025-11-19T04:04:05
652,30,7948,69109208,CORRENTE,8306.07,11764.99,ATIVA,2025-05-25,2025-05-25T08:16:35
653,594,5341,56246124,CORRENTE,111430.73,44918.64,ATIVA,2020-10-19,2020-10-19T06:21:00
654,113,5344,30572392,CORRENTE,33660.55,20629.77,ATIVA,2024-06-28,2024-06-28T04:57:35
655,913,3616,09868992,POUPANCA,86726.57,2716.97,ATIVA,2020-05-13,2020-05-13T22:02:26
656,222,9985,61067842,CORRENTE,56567.87,6820.23,ATIVA,2020-04-05,2020-04-05T21:58:15
657,648,5876,36197788,CORRENTE,48723.43,1604.73,ATIVA,2024-03-09,2024-03-09T00:00:57
658,288,2237,14912834,POUPANCA,67433.29,8560.07,ATIVA,2023-05-29,2023-05-29T13:17:36
659,908,4836,81018651,CORRENTE,117905.91,31899.96,ATIVA,2021-01-05,2021-01-05T12:16:29
660,175,9472,74189606,CORRENTE,10687.34,42848.69,ATIVA,2020-08-27,2020-08-27T20:19:20
661,222,9693,63550617,POUPANCA,40073.56,36500.89,ATIVA,2023-12-07,2023-12-07T20:55:09
662,253,4061,43928919,POUPANCA,85868.72,44591.13,ATIVA,2020-11-24,2020-11-24T16:34:25
663,153,9400,00681502,POUPANCA,146978.07,2002.93,ATIVA,2021-12-14,2021-12-14T14:18:15
664,788,8262,04512475,POUPANCA,78496.06,23963.47,ATIVA,2023-08-25,2023-08-25T00:25:50
665,842,1606,60725653,POUPANCA,34178.0,27924.35,ATIVA,2020-08-14,2020-08-14T18:45:16
666,750,6663,29260336,CORRENTE,52156.87,11953.12,ENCERRADA,2023-12-23,2023-12-23T12:03:02
667,17,7861,89796440,POUPANCA,22174.93,22964.14,ATIVA,2021-03-15,2021-03-15T14:39:35
668,598,0400,61047699,POUPANCA,115204.84,43709.95,ATIVA,2019-09-27,2019-09-27T17:40:53
669,809,6069,84129143,POUPANCA,104845.06,68.18,ATIVA,2020-04-23,2020-04-23T03:44:30
670,395,5455,71258921,CORRENTE,42729.97,37644.4,ATIVA,2024-02-17,2024-02-17T01:15:21
671,628,8888,77205979,CORRENTE,117623.01,4047.95,INATIVA,2020-07-15,2020-07-15T03:12:16
672,754,0899,69086761,PAGAMENTO,53008.55,2578.13,ATIVA,2023-05-13,2023-05-13T01:09:29
673,477,0670,49066129,POUPANCA,24228.28,27939.52,ATIVA,2025-06-28,2025-06-28T07:25:47
674,727,3355,18576513,POUPANCA,33891.49,5677.88,ATIVA,2024-07-11,2024-07-11T19:31:11
675,962,9505,94334074,CORRENTE,112358.96,38044.3,ATIVA,2026-02-19,2026-02-19T21:50:25
676,920,4381,67587481,PAGAMENTO,61996.69,2723.0,ATIVA,2022-12-21,2022-12-21T12:43:58
677,464,7967,67303493,PAGAMENTO,124007.87,23508.19,ATIVA,2025-02-09,2025-02-09T23:48:06
678,846,8731,39227058,POUPANCA,92195.07,39995.19,BLOQUEADA,2020-01-08,2020-01-08T06:47:29
679,829,1076,25280390,POUPANCA,10814.58,19534.13,ATIVA,2023-08-27,2023-08-27T00:28:04
680,982,1261,14678712,CORRENTE,39581.27,34854.11,ATIVA,2022-05-31,2022-05-31T01:22:45
681,896,3347,69885512,PAGAMENTO,960.27,20826.83,ATIVA,2025-04-29,2025-04-29T02:29:33
682,955,2164,63606442,POUPANCA,61569.82,36885.46,ATIVA,2023-05-18,2023-05-18T19:04:17
683,194,1032,02957705,CORRENTE,124829.5,25981.02,ATIVA,2024-01-14,2024-01-14T22:53:23
684,593,5617,88014685,PAGAMENTO,117490.72,24307.42,ATIVA,2024-10-11,2024-10-11T06:12:22
685,543,8987,59761290,POUPANCA,43872.56,6597.71,ATIVA,2025-10-07,2025-10-07T12:23:58
686,176,4260,30438157,POUPANCA,54215.1,14407.31,ATIVA,2026-04-14,2026-04-14T21:55:50
687,152,5786,38169111,POUPANCA,143322.61,30931.51,ATIVA,2025-10-01,2025-10-01T13:16:38
688,549,4674,24465276,CORRENTE,125498.08,34642.96,ATIVA,2023-12-29,2023-12-29T20:36:06
689,158,2642,31931113,CORRENTE,3775.6,15831.29,ATIVA,2025-02-22,2025-02-22T22:23:11
690,267,6057,24762713,CORRENTE,83279.3,1734.45,ATIVA,2021-09-16,2021-09-16T08:40:32
691,353,2424,50051796,POUPANCA,79829.66,8129.88,ATIVA,2024-06-20,2024-06-20T13:39:18
692,943,0409,54299437,POUPANCA,114699.02,47389.45,INATIVA,2023-08-16,2023-08-16T11:22:50
693,160,0071,99119119,PAGAMENTO,146279.16,16564.03,ATIVA,2021-12-27,2021-12-27T07:32:56
694,486,4749,77004413,PAGAMENTO,19930.23,28261.58,INATIVA,2024-07-06,2024-07-06T08:45:30
695,453,5550,92495743,CORRENTE,109075.18,45008.72,ATIVA,2024-10-15,2024-10-15T20:26:49
696,565,1915,41350094,CORRENTE,58748.56,42043.85,ATIVA,2023-05-20,2023-05-20T15:31:12
697,95,5348,07386490,PAGAMENTO,95300.18,29171.57,ATIVA,2024-11-15,2024-11-15T20:44:13
698,959,4554,26268514,CORRENTE,10247.41,42472.57,ATIVA,2024-09-02,2024-09-02T06:04:20
699,981,1432,68690959,POUPANCA,27153.63,15887.89,ATIVA,2020-01-19,2020-01-19T00:11:05
700,967,0919,89491870,POUPANCA,58127.59,35798.19,ATIVA,2022-04-02,2022-04-02T04:57:46
701,396,6109,01636221,POUPANCA,50100.33,15404.27,ATIVA,2020-12-08,2020-12-08T05:03:42
702,575,1436,28950114,PAGAMENTO,132890.24,37076.38,ATIVA,2020-09-17,2020-09-17T03:56:07
703,454,4729,21983568,PAGAMENTO,145480.0,21191.61,INATIVA,2020-06-21,2020-06-21T00:47:22
704,143,9621,80253573,CORRENTE,19404.99,15161.56,ENCERRADA,2023-09-26,2023-09-26T16:43:50
705,538,5496,08873910,PAGAMENTO,112807.39,4422.41,ATIVA,2020-08-15,2020-08-15T06:48:20
706,937,4479,55635130,CORRENTE,82261.61,35512.35,ATIVA,2020-07-03,2020-07-03T05:19:52
707,141,3265,24965359,POUPANCA,41643.13,24529.28,ATIVA,2021-12-09,2021-12-09T14:31:03
708,310,9589,40790698,POUPANCA,82790.36,23172.59,ATIVA,2024-03-18,2024-03-18T12:52:09
709,3,2524,35255914,POUPANCA,143294.06,41712.15,ATIVA,2023-01-17,2023-01-17T16:27:56
710,670,4714,55989835,CORRENTE,72512.69,34392.16,ATIVA,2026-04-16,2026-04-16T08:53:09
711,123,4542,66176081,CORRENTE,88830.93,18087.98,ATIVA,2022-06-03,2022-06-03T10:20:42
712,447,4226,84288203,PAGAMENTO,70096.21,34712.25,ATIVA,2023-02-12,2023-02-12T10:36:35
713,525,9426,02354861,POUPANCA,22334.2,2925.52,ATIVA,2022-08-05,2022-08-05T04:09:23
714,900,2220,47967466,CORRENTE,5565.47,18058.17,ATIVA,2023-12-17,2023-12-17T21:04:30
715,979,5833,06538404,POUPANCA,41978.77,31947.33,ATIVA,2025-11-03,2025-11-03T10:57:32
716,199,3003,12684737,PAGAMENTO,112275.85,27185.62,ATIVA,2020-05-16,2020-05-16T04:41:50
717,847,4933,36434607,PAGAMENTO,103940.05,18126.13,ATIVA,2024-04-08,2024-04-08T01:29:57
718,361,2355,01731096,CORRENTE,76521.04,18650.71,ATIVA,2024-11-01,2024-11-01T23:20:59
719,349,2672,13746293,CORRENTE,21069.62,11055.68,ATIVA,2024-02-11,2024-02-11T00:52:01
720,919,9154,82332961,PAGAMENTO,124290.97,26282.64,ATIVA,2025-03-15,2025-03-15T21:00:33
721,565,1868,56015267,POUPANCA,137194.75,5828.28,ATIVA,2020-06-07,2020-06-07T04:58:02
722,18,7857,46735944,POUPANCA,102885.23,6950.7,ATIVA,2019-08-24,2019-08-24T12:47:01
723,612,8571,45908521,CORRENTE,105758.97,1437.98,ATIVA,2023-03-31,2023-03-31T12:59:39
724,228,2109,93179885,CORRENTE,102427.19,15371.42,ATIVA,2020-03-21,2020-03-21T10:08:55
725,81,6961,92720041,CORRENTE,9354.63,38734.62,ATIVA,2023-10-03,2023-10-03T11:32:36
726,44,3218,14471005,CORRENTE,118440.92,25673.96,ATIVA,2021-05-12,2021-05-12T15:31:26
727,122,4146,05809145,CORRENTE,43500.99,513.62,ATIVA,2024-12-09,2024-12-09T08:29:01
728,127,9860,27568481,PAGAMENTO,134929.17,9239.09,ATIVA,2026-05-18,2026-05-18T06:01:10
729,93,2385,37228731,PAGAMENTO,50545.07,8027.87,ATIVA,2025-05-22,2025-05-22T14:39:58
730,747,3963,67767770,PAGAMENTO,7921.4,40979.33,ATIVA,2025-07-29,2025-07-29T12:15:26
731,542,3556,96074612,CORRENTE,144550.23,8588.67,ATIVA,2022-03-25,2022-03-25T22:25:25
732,5,1617,28724659,PAGAMENTO,127322.76,23735.78,ATIVA,2023-01-08,2023-01-08T20:56:49
733,190,7204,90399089,CORRENTE,25079.4,17741.12,ATIVA,2021-08-20,2021-08-20T01:13:10
734,220,8426,30541810,POUPANCA,14708.94,49230.64,ATIVA,2020-05-15,2020-05-15T13:11:34
735,113,8516,18241850,POUPANCA,113746.74,35236.55,ATIVA,2023-01-13,2023-01-13T16:41:55
736,42,1348,44038905,POUPANCA,15147.7,14180.57,ATIVA,2021-04-08,2021-04-08T00:38:14
737,320,7274,30316219,PAGAMENTO,59610.54,49248.12,ATIVA,2020-05-13,2020-05-13T16:51:46
738,878,1141,63844259,PAGAMENTO,53534.81,639.29,ATIVA,2020-12-29,2020-12-29T18:01:36
739,689,1724,53199849,POUPANCA,77206.01,33825.93,ATIVA,2024-08-21,2024-08-21T04:01:50
740,405,6564,93286303,PAGAMENTO,146579.56,37071.61,INATIVA,2023-06-27,2023-06-27T13:24:58
741,173,1061,48816329,CORRENTE,49141.33,29748.04,ENCERRADA,2022-09-07,2022-09-07T00:50:59
742,126,3816,57002834,PAGAMENTO,73614.29,38240.85,ATIVA,2022-07-25,2022-07-25T03:40:09
743,608,4473,86413558,POUPANCA,51804.84,33333.85,BLOQUEADA,2023-05-20,2023-05-20T03:15:52
744,497,8380,37432068,CORRENTE,114619.93,5401.83,ATIVA,2026-07-10,2026-07-10T15:36:23
745,510,3782,84338532,CORRENTE,2032.84,36889.92,ATIVA,2021-01-29,2021-01-29T08:09:41
746,511,0439,24037817,POUPANCA,89699.05,16347.79,ATIVA,2025-11-25,2025-11-25T10:39:43
747,639,1579,10269973,PAGAMENTO,112120.49,38378.61,ATIVA,2025-12-21,2025-12-21T16:35:40
748,207,4810,88864650,POUPANCA,72263.18,13083.26,ATIVA,2023-02-02,2023-02-02T20:06:51
749,881,8857,73366100,CORRENTE,142768.53,1579.93,ATIVA,2020-06-11,2020-06-11T09:39:03
750,937,1952,51489931,POUPANCA,45470.28,18816.83,ATIVA,2023-02-15,2023-02-15T16:25:02
751,34,2898,74714520,PAGAMENTO,128705.01,15152.23,ATIVA,2024-08-22,2024-08-22T02:50:01
752,504,7057,18050707,POUPANCA,106647.79,24372.75,ATIVA,2022-02-28,2022-02-28T03:55:11
753,692,8038,88594249,PAGAMENTO,102019.56,28610.51,ATIVA,2024-09-28,2024-09-28T18:29:12
754,875,2561,68006117,CORRENTE,57186.18,24734.56,ENCERRADA,2023-01-21,2023-01-21T17:31:54
755,632,5780,38176561,POUPANCA,6867.16,29523.17,ATIVA,2021-06-02,2021-06-02T08:04:34
756,376,5716,99597223,PAGAMENTO,1602.23,44567.14,ATIVA,2023-09-19,2023-09-19T11:04:12
757,100,7015,46324313,POUPANCA,60319.26,2822.46,ATIVA,2024-05-01,2024-05-01T20:48:07
758,241,5114,79528255,CORRENTE,136334.33,3275.01,ATIVA,2023-11-17,2023-11-17T20:14:25
759,346,2782,02645699,PAGAMENTO,47232.82,23045.47,ATIVA,2020-03-02,2020-03-02T23:18:45
760,582,8434,56528834,POUPANCA,611.35,23485.0,ATIVA,2020-04-26,2020-04-26T19:20:41
761,325,6189,76551557,POUPANCA,46669.26,4886.28,ATIVA,2024-06-12,2024-06-12T12:21:11
